clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
1,3012,0,0,1,0,0,0,1,0,0,0,0,0,0.03921338412881533,0.318612940102793,-0.1987163429511016,0.23190830760793787,0.19723082702337966,0.2541032587472908
3,628,0,0,0,0,1,0,0,0,0,1,0,0,-1.0371015765628588,0.958488161541635,0.2538288656694686,-1.2676346877743634,-1.294291060577692,-1.198546923534213
1,593,0,0,0,1,0,1,0,0,0,0,0,0,-1.0371015765628588,0.034223952796636564,1.158919282910609,-1.2230054319594141,-1.2416491116035362,-1.2273122736784012
3,743,0,0,0,1,0,0,0,0,1,0,0,0,-0.9948931467318128,-0.2501650345095148,1.158919282910609,-1.151598622655495,-1.1714598463046622,-1.1841642484621187
2,616,0,0,0,1,0,0,0,1,0,0,0,0,-0.9104762870697208,-1.032234749601435,0.2538288656694686,-0.9998591528846669,-0.952118392245681,-1.0691028478853664
2,2441,0,0,0,1,0,0,0,1,0,0,0,0,-0.21403719485746098,-0.10797054085643662,0.2538288656694686,-0.035867227281758673,-0.013336968873241617,-0.03355024269459134
5,597,0,0,0,0,1,0,1,0,0,0,0,0,-1.142622651140474,0.6030019274089444,0.2538288656694686,-1.4907809668491108,-1.4346695911754392,-1.4142870496156243
5,575,0,0,0,0,1,0,1,0,0,0,0,0,-1.1637268660559972,-0.8900402559483568,0.7063740742900388,-1.4997068180121012,-1.443443249337799,-1.543731125264471
1,5178,0,0,1,0,0,0,0,0,0,1,0,0,0.6723398315945065,0.4608074337558662,-1.5563519688128122,0.8120886332022811,0.8201605565508859,0.8869409619194308
2,1684,0,0,1,0,0,1,0,0,0,0,0,0,-0.4883919887592603,-0.2501650345095148,-1.1038067601922419,-0.357197869149395,-0.3467359790428936,-0.3787344444248499
5,1935,0,0,0,1,0,0,0,0,1,0,0,0,-0.6361214931679214,-1.5299154773871988,1.158919282910609,-0.5000114877572334,-0.5222091422900779,-0.6663879458667313
6,802,0,0,1,0,0,0,0,1,0,0,0,0,-1.058205791478382,-2.6674714266118094,1.158919282910609,-1.249782985448384,-1.2065544789540992,-1.2992256490388714
2,5202,0,0,0,1,0,0,0,1,0,0,0,0,0.44019346752375293,-0.0368732940298975,0.2538288656694686,0.6246457587794935,0.5657244698424678,0.5992874604775487
2,5398,0,0,1,0,0,0,0,0,0,0,0,1,0.9677988404118286,0.1764184464497148,-0.6512615515716718,1.0620124657659975,1.01318103612279,1.073915737856654
5,621,0,0,0,0,1,0,1,0,0,0,0,0,-1.121518436224951,1.4561688893273987,-1.5563519688128122,-1.4997068180121012,-1.452216907500158,-1.3567563493272479
3,5299,0,0,0,1,0,0,0,0,0,0,0,1,0.9466946254963056,0.318612940102793,0.7063740742900388,0.9995315076250687,0.995633719798071,1.045150387712465
6,464,0,0,1,0,0,0,0,0,0,0,0,1,-1.058205791478382,0.034223952796636564,-0.6512615515716718,-1.276560538937354,-1.2416491116035362,-1.2560776238225895
2,4435,0,0,0,0,1,0,0,0,1,0,0,0,0.2080471034529997,0.318612940102793,0.2538288656694686,0.36579607505278655,0.39902496475764265,0.42669535961241944
3,1812,0,1,0,0,0,0,1,0,0,0,0,0,-0.6150172782523984,-2.9518604139179607,2.0640097001517494,-0.3661237203123847,-0.39060426985468966,-0.6951532960109196
2,526,0,0,0,0,1,0,1,0,0,0,0,0,-1.058205791478382,-0.0368732940298975,-0.6512615515716718,-1.3122639435893135,-1.2767437442529732,-1.2992256490388714
3,1662,0,0,0,1,0,0,0,1,0,0,0,0,-0.5517046335058292,0.034223952796636564,0.2538288656694686,-0.4643080831052738,-0.3993779280170487,-0.4218824696411319
3,1752,0,0,0,0,1,1,0,0,0,0,0,0,-0.6361214931679214,0.7451964210620177,-0.6512615515716718,-0.6249734040390915,-0.5836247494265928,-0.5225611951457904
1,4155,0,0,0,1,0,0,0,1,0,0,0,0,0.41908925260822993,0.6030019274089444,0.2538288656694686,0.5621648006385639,0.49553520454359384,0.6136701355496431
2,3293,0,0,1,0,0,0,0,1,0,0,0,0,-0.0029950457022305294,-1.1744292432545083,1.158919282910609,0.2140566052819585,0.24987277599753555,0.0958938329542553
2,1668,0,0,0,1,0,0,1,0,0,0,0,0,-0.5306004185903062,-0.392359528162588,0.7063740742900388,-0.410752976127334,-0.4344725606664857,-0.4650304948574139
1,558,0,0,1,0,0,0,0,0,1,0,0,0,-1.0371015765628588,-0.2501650345095148,-1.1038067601922419,-1.2051537296334347,-1.2065544789540992,-1.2273122736784012
3,10333,0,0,0,1,0,0,0,0,0,1,0,0,1.8963842966948417,-0.8189430091218177,0.2538288656694686,1.7671547076421987,1.6712053982997332,1.6060747155241355
2,10106,0,0,1,0,0,0,0,0,0,0,1,0,1.6642379326240886,0.4608074337558662,-0.6512615515716718,1.552934279730442,1.5045058932149071,1.6060747155241355
2,1187,0,0,0,0,1,0,0,0,1,0,0,0,-0.6361214931679214,1.669460629807011,-0.1987163429511016,-0.6249734040390915,-0.5923984075889519,-0.4362651447132257
2,11255,0,0,1,0,0,0,0,0,1,0,0,0,1.4954042132999044,0.8162936678885567,-0.1987163429511016,1.3922689587966235,1.3378063881300812,1.4910133149473825
1,1998,0,0,0,1,0,0,0,0,0,1,0,0,-0.024099260617753575,-0.10797054085643662,0.2538288656694686,0.2140566052819585,0.17090985253630248,0.18218988338681993
4,11379,0,0,0,0,1,0,0,1,0,0,0,0,1.5376126431309505,1.0295854083681741,0.2538288656694686,1.4190465122855933,1.3641273626171593,1.548544015235759
4,5935,0,1,0,0,0,0,0,0,0,1,0,0,0.7356524763410751,1.8116551234600893,-1.5563519688128122,0.8210144843652708,0.7675186075767308,1.045150387712465
1,2061,0,0,1,0,0,0,1,0,0,0,0,0,-0.21403719485746098,0.1764184464497148,-0.6512615515716718,-0.02694137611876897,-0.004563310710882561,0.009597782521690664
2,4457,0,0,1,0,0,0,0,0,0,0,1,0,0.25025553328404576,-0.0368732940298975,-0.6512615515716718,0.41042533086773586,0.4253459392447206,0.41231268454032566
6,814,0,0,1,0,0,0,0,1,0,0,0,0,-1.058205791478382,0.1764184464497148,0.2538288656694686,-1.3211897947523032,-1.2767437442529732,-1.2848429739667777
1,4394,0,1,0,0,0,0,1,0,0,0,0,0,0.41908925260822993,-0.5345540218156662,1.611464491531179,0.5621648006385639,0.6095927606542647,0.5273740851170785
4,3884,0,0,1,0,0,0,0,1,0,0,0,0,-0.0029950457022305294,0.4608074337558662,-1.1038067601922419,0.1605014983040187,0.11826790356214657,0.19657255845891436
2,5234,0,0,1,0,0,0,1,0,0,0,0,0,0.48240189735479905,0.1764184464497148,-0.1987163429511016,0.6246457587794935,0.6359137351413419,0.6568181607659251
5,522,0,0,0,0,1,0,0,0,1,0,0,0,-1.100414221309428,0.3897101869293271,-0.6512615515716718,-1.4104483063822018,-1.3644803258765652,-1.3567563493272479
4,6237,0,0,0,0,1,0,0,0,0,0,0,1,1.136632559736013,-0.0368732940298975,0.7063740742900388,1.151270977395897,1.2237488320194112,1.1889771384334067
2,733,0,0,1,0,0,0,0,0,0,1,0,0,-0.7627467826610596,0.10532119962317568,-0.1987163429511016,-0.7499353203209498,-0.7240032800243409,-0.7239186461551078
1,5551,0,0,0,1,0,1,0,0,0,0,0,0,0.8411735509186904,0.1764184464497148,0.2538288656694686,0.9816798052990886,0.8991234800121191,0.9732370123519948
0,6088,0,1,0,0,0,1,0,0,0,0,0,0,1.4954042132999044,-3.3784438948771904,2.9691001173928897,1.5975635355453914,1.5220532095396262,1.05953306278456
5,12375,0,0,1,0,0,1,0,0,0,0,0,0,0.8622777658342134,-0.32126228133605395,-0.1987163429511016,0.9906056564620782,0.995633719798071,0.958854337279901
3,525,0,0,1,0,0,0,0,0,1,0,0,0,-1.0793100063939052,-0.7478457622952785,-1.1038067601922419,-1.276560538937354,-1.224101795278818,-1.3136083241109657
4,1672,0,0,0,1,0,0,1,0,0,0,0,0,-0.6361214931679214,-1.1744292432545083,0.2538288656694686,-0.4732339342682635,-0.5046618259653597,-0.608857245578355
3,802,0,0,1,0,0,0,0,1,0,0,0,0,-1.0371015765628588,0.10532119962317568,-1.5563519688128122,-1.2140795807964244,-1.224101795278818,-1.2129295986063067
1,4200,0,0,0,1,0,0,0,0,0,1,0,0,0.41908925260822993,0.6740991742354836,0.2538288656694686,0.5264613959866044,0.49553520454359384,0.5992874604775487
4,6176,0,0,1,0,0,0,0,0,1,0,0,0,0.44019346752375293,0.8162936678885567,-0.1987163429511016,0.615719907616503,0.5657244698424678,0.6999661859822077
2,14775,0,0,1,0,0,0,0,0,0,0,1,0,2.6139276038226247,0.7451964210620177,-0.1987163429511016,2.0974112006728247,1.9958307503070245,2.1813817184078985
2,5780,0,0,0,1,0,1,0,0,0,0,0,0,0.44019346752375293,-0.392359528162588,1.158919282910609,0.6514233122684625,0.5832717861671868,0.5705221103333605
5,769,0,0,1,0,0,0,1,0,0,0,0,0,-1.142622651140474,0.318612940102793,-0.6512615515716718,-1.4193741575451915,-1.4258959330130803,-1.3999043745435304
1,18125,0,0,0,0,1,0,1,0,0,0,0,0,2.824969752977855,-0.17906778768297574,0.2538288656694686,2.2312989681176734,2.2502668370154435,2.224529743624181
2,10996,0,0,0,1,0,0,0,0,1,0,0,0,1.6642379326240886,0.24751569327625392,0.2538288656694686,1.5261567262414721,1.4781849187278293,1.548544015235759
3,1676,0,0,0,1,0,0,1,0,0,0,0,0,-0.6361214931679214,0.1764184464497148,0.2538288656694686,-0.5803441482241423,-0.5923984075889519,-0.5657092203620729
3,579,0,0,0,1,0,0,0,0,1,0,0,0,-0.9948931467318128,-0.6767485154687445,0.2538288656694686,-1.151598622655495,-1.118817897330507,-1.198546923534213
4,5455,0,0,0,0,1,0,0,0,0,0,1,0,0.48240189735479905,0.8162936678885567,-2.0088971774333824,0.6335716099424831,0.6622347096284198,0.7574968862705842
1,2415,0,0,1,0,0,1,0,0,0,0,0,0,-0.21403719485746098,0.1764184464497148,-0.1987163429511016,-0.053718929607738865,-0.08352623417211563,-0.04793291776668576
3,2648,1,0,0,0,0,0,0,1,0,0,0,0,-0.10851612027984575,2.5937248385520144,0.2538288656694686,-0.09834818542268815,-0.057205259685038465,0.22533790860310257
3,1436,0,0,0,1,0,0,0,1,0,0,0,0,-0.6361214931679214,-0.6056512686422054,0.2538288656694686,-0.5714182970611525,-0.5309828004524377,-0.608857245578355
3,1417,0,0,0,0,1,0,0,0,1,0,0,0,-0.6150172782523984,-1.8854017115198893,1.158919282910609,-0.5000114877572334,-0.4695671933159227,-0.6807706209388258
6,9872,0,0,1,0,0,0,0,0,1,0,0,0,0.693444046510029,-1.5299154773871988,-0.1987163429511016,1.0263090611140377,0.9342181126615561,0.771879561342678
2,591,0,0,0,1,0,0,0,0,0,1,0,0,-1.015997361647336,0.1764184464497148,0.2538288656694686,-1.2051537296334347,-1.19778082079174,-1.1841642484621187
5,2093,0,0,1,0,0,0,0,1,0,0,0,0,-0.6150172782523984,0.6030019274089444,-0.1987163429511016,-0.5714182970611525,-0.5397564586147967,-0.4937958450016021
2,5445,0,0,0,0,1,0,1,0,0,0,0,0,0.5457145421013682,1.3850716425008647,-1.1038067601922419,0.6335716099424831,0.6534610514660607,0.8294102616310544
2,6874,0,0,0,1,0,0,0,1,0,0,0,0,0.9255904105807825,-0.10797054085643662,0.7063740742900388,0.9995315076250687,1.01318103612279,1.0020023624961836
4,526,0,0,1,0,0,0,0,0,0,1,0,0,-1.058205791478382,0.6740991742354836,-1.1038067601922419,-1.330115645915293,-1.267970086090614,-1.241694948750495
1,574,0,0,0,0,1,0,0,1,0,0,0,0,-0.9737889318162898,1.1006826551947082,-1.5563519688128122,-1.124821069166525,-1.127591555492866,-1.0259548226690838
3,765,0,0,0,0,1,0,0,0,1,0,0,0,-0.9737889318162898,0.958488161541635,-0.1987163429511016,-1.1337469203295156,-1.153912529979944,-1.054720172813272
1,554,0,0,1,0,0,0,0,0,0,0,1,0,-0.8893720721541978,-0.10797054085643662,-0.6512615515716718,-0.973081599395697,-0.943344734083322,-0.9684241223807073
1,8827,0,0,0,0,1,0,1,0,0,0,0,0,1.4742999983843812,0.6740991742354836,-0.6512615515716718,1.4190465122855933,1.4343166279160333,1.5341613401636653
2,589,0,0,1,0,0,1,0,0,0,0,0,0,-1.015997361647336,0.1764184464497148,-1.1038067601922419,-1.2230054319594141,-1.118817897330507,-1.1553988983179304
3,954,0,0,1,0,0,1,0,0,0,0,0,0,-0.8893720721541978,-0.17906778768297574,-0.6512615515716718,-0.9641557482327073,-0.9170237595962439,-0.9540414473086135
2,3649,0,0,0,0,1,0,0,0,1,0,0,0,0.2080471034529997,1.2428771488477863,0.7063740742900388,0.29438926574886737,0.3200620412964096,0.4698433848287021
5,2456,0,0,1,0,0,0,1,0,0,0,0,0,-0.5728088484213523,-0.8900402559483568,-0.1987163429511016,-0.4464563807792936,-0.4081515861794078,-0.5225611951457904
6,1160,0,0,1,0,0,0,0,0,1,0,0,0,-0.7627467826610596,0.1764184464497148,-1.5563519688128122,-0.7588611714839403,-0.7327769381866999,-0.7239186461551078
2,5398,0,0,0,0,1,0,0,1,0,0,0,0,0.461297682439276,1.0295854083681741,0.7063740742900388,0.5710906518015536,0.5306298371930308,0.6855835109101127
2,3625,0,0,0,1,0,0,1,0,0,0,0,0,0.2080471034529997,-0.7478457622952785,1.611464491531179,0.40149947970474614,0.37270399027056467,0.2972512839635728
5,1974,0,0,1,0,0,0,0,0,1,0,0,0,-0.6150172782523984,0.10532119962317568,-1.1038067601922419,-0.49108563659424287,-0.5222091422900779,-0.4937958450016021
5,1996,0,0,1,0,0,0,0,0,0,0,0,1,-0.1718287650264149,-0.10797054085643662,-0.6512615515716718,0.017687879696180322,-0.013336968873241617,-0.004784892550403123
5,10202,0,0,0,1,0,0,0,0,1,0,0,0,0.9255904105807825,-1.3166237369075864,1.158919282910609,1.1066417215809474,1.100917617746382,0.9300889871357134
4,14375,0,0,0,1,0,0,0,0,1,0,0,0,1.4954042132999044,0.6030019274089444,1.158919282910609,1.2940845960037353,1.346580046292441,1.4190999395869124
2,7157,0,0,1,0,0,0,0,0,0,0,1,0,1.305466279060197,0.10532119962317568,-0.1987163429511016,1.3297880006556948,1.232522490181771,1.3040385390101596
2,7074,0,0,1,0,0,0,1,0,0,0,0,0,0.8411735509186904,0.3897101869293271,-1.1038067601922419,0.9281246983211495,0.960539087148634,1.0020023624961836
2,421,0,1,0,0,0,0,0,0,0,1,0,0,-1.058205791478382,1.1717799020212472,0.2538288656694686,-1.3658190505672525,-1.3206120350647692,-1.241694948750495
2,612,0,0,0,1,0,0,0,0,1,0,0,0,-1.015997361647336,-0.5345540218156662,1.611464491531179,-1.1873020273074546,-1.19778082079174,-1.241694948750495
3,4801,0,0,1,0,0,0,0,1,0,0,0,0,0.2080471034529997,0.6030019274089444,-0.6512615515716718,0.37472192621577627,0.4253459392447206,0.48422605990079587
6,2251,0,0,1,0,0,0,0,1,0,0,0,0,-0.5939130633368753,-1.3877209837341256,0.7063740742900388,-0.4732339342682635,-0.4344725606664857,-0.5944745705062612
4,7357,0,0,1,0,0,0,0,0,1,0,0,0,0.461297682439276,-0.17906778768297574,-1.1038067601922419,0.6692750145944427,0.679782025953138,0.6568181607659251
6,631,0,0,0,0,1,0,0,0,0,1,0,0,-1.058205791478382,-0.5345540218156662,-1.1038067601922419,-1.2408571342853945,-1.189007162629381,-1.2704602988946831
4,7207,0,0,0,0,1,0,0,1,0,0,0,0,0.503506112270322,0.8873909147150959,-0.6512615515716718,0.6335716099424831,0.6622347096284198,0.771879561342678
1,3234,0,1,0,0,0,0,0,0,0,0,0,1,0.41908925260822993,0.6740991742354836,0.2538288656694686,0.48183214017165504,0.5043088627059537,0.5849047854054549
1,4454,0,0,1,0,0,0,0,1,0,0,0,0,0.48240189735479905,0.034223952796636564,-0.6512615515716718,0.6692750145944427,0.6271400769789828,0.6568181607659251
4,689,0,0,1,0,0,0,0,0,0,0,1,0,-0.9737889318162898,0.6030019274089444,-0.6512615515716718,-1.1337469203295156,-1.1451388718175841,-1.08348552295746
2,526,0,0,0,0,1,0,1,0,0,0,0,0,-1.058205791478382,0.6740991742354836,1.158919282910609,-1.3390414970782827,-1.2855174024153322,-1.2560776238225895
1,1057,0,0,1,0,0,0,0,0,0,1,0,0,-0.5306004185903062,0.318612940102793,-1.5563519688128122,-0.410752976127334,-0.39060426985468966,-0.36435176935275543
4,6570,0,0,0,0,1,0,0,0,1,0,0,0,0.6090271868479373,-1.4588182305606596,2.51655490877232,0.89242129366919,0.7938395820638088,0.6568181607659251
2,1237,0,0,0,0,1,0,0,0,1,0,0,0,-0.6361214931679214,0.24751569327625392,0.7063740742900388,-0.5803441482241423,-0.5485301167771558,-0.5369438702178847
3,4166,0,1,0,0,0,0,0,0,0,1,0,0,0.41908925260822993,-2.8096659202648877,0.7063740742900388,0.7049784192464023,0.6359137351413419,0.2972512839635728
3,5519,0,0,0,0,1,0,0,0,1,0,0,0,0.44019346752375293,0.5319046805824054,1.158919282910609,0.5086096936606241,0.5481771535177498,0.5992874604775487
2,851,0,0,1,0,0,1,0,0,0,0,0,0,-0.9315805019852438,-0.10797054085643662,-0.6512615515716718,-1.0355625575366265,-1.0574022901939921,-1.054720172813272
1,1848,0,0,0,1,0,1,0,0,0,0,0,0,-0.21403719485746098,-2.2408879456525796,1.158919282910609,0.1337239448150488,0.030531321938554446,-0.1773769934155324
2,7695,0,0,1,0,0,0,0,0,0,1,0,0,1.4954042132999044,-0.32126228133605395,-0.1987163429511016,1.4904533215895126,1.3992219952665963,1.4047172645148174
2,1607,0,0,1,0,0,0,1,0,0,0,0,0,-0.5728088484213523,-0.10797054085643662,-0.6512615515716718,-0.4553822319422833,-0.48711450964064085,-0.47941316992950833
1,2789,0,1,0,0,0,0,0,0,1,0,0,0,0.018109169213292517,-0.5345540218156662,1.611464491531179,0.17835320062999888,0.21477814334809855,0.13904185817053794
4,614,0,0,0,1,0,0,0,0,0,1,0,0,-0.9526847169007668,-0.0368732940298975,0.7063740742900388,-1.098043515677556,-1.066175948356351,-1.08348552295746
2,698,0,0,1,0,0,0,1,0,0,0,0,0,-1.0371015765628588,0.6740991742354836,-1.5563519688128122,-1.2319312831224039,-1.224101795278818,-1.1697815733900248
1,2683,0,0,0,1,0,0,0,0,0,0,0,1,0.44019346752375293,-2.454179686132197,2.0640097001517494,0.6692750145944427,0.6008191024919048,0.326016634107761
1,4612,0,0,1,0,0,0,0,0,0,0,1,0,0.8833819807497364,0.034223952796636564,-0.1987163429511016,1.0352349122770284,0.9517654289862749,0.9876196874240899
4,2138,0,0,1,0,0,0,0,1,0,0,0,0,-0.5939130633368753,-0.17906778768297574,-0.6512615515716718,-0.49108563659424287,-0.4607935351535637,-0.4937958450016021
4,802,0,0,0,0,1,0,0,0,1,0,0,0,-1.0371015765628588,1.0295854083681741,-0.6512615515716718,-1.2676346877743634,-1.2767437442529732,-1.1841642484621187
7,4142,0,0,1,0,0,0,0,0,1,0,0,0,-0.15072455011089184,0.3897101869293271,-0.6512615515716718,-0.01801552495577927,0.030531321938554446,0.0527458077379733
1,1342,0,0,1,0,0,1,0,0,0,0,0,0,-0.4672877738437373,-0.392359528162588,-0.1987163429511016,-0.33934616682341484,-0.3028676882310967,-0.36435176935275543
1,4916,0,0,1,0,0,1,0,0,0,0,0,0,0.44019346752375293,-0.32126228133605395,-1.5563519688128122,0.6514233122684625,0.679782025953138,0.6424354856938314
4,7280,0,0,0,1,0,1,0,0,0,0,0,0,0.41908925260822993,-0.5345540218156662,0.2538288656694686,0.6424974611054728,0.5920454443295458,0.5561394352612667
7,1074,0,0,1,0,0,0,0,0,0,1,0,0,-0.8471636423231517,-0.6056512686422054,0.2538288656694686,-0.8838230877657984,-0.84683449429737,-0.9252760971644253
3,7472,0,0,1,0,0,0,0,0,1,0,0,0,0.6512356166789834,0.1764184464497148,-0.6512615515716718,0.7853110797133112,0.7938395820638088,0.8294102616310544
3,3192,0,0,1,0,0,0,1,0,0,0,0,0,-0.08741190536432271,-0.17906778768297574,-0.6512615515716718,0.1605014983040187,0.12704156172450565,0.12465918309844351
2,715,0,0,1,0,0,1,0,0,0,0,0,0,-1.015997361647336,-0.17906778768297574,-1.5563519688128122,-1.1783761761444649,-1.127591555492866,-1.1697815733900248
4,7800,0,0,0,1,0,0,0,0,1,0,0,0,0.9255904105807825,0.1764184464497148,0.7063740742900388,1.0530866146030078,0.995633719798071,1.05953306278456
6,1548,0,1,0,0,0,0,0,1,0,0,0,0,-0.7416425677455365,1.4561688893273987,0.2538288656694686,-0.7945645761358998,-0.84683449429737,-0.6807706209388258
3,2805,0,0,0,1,0,0,0,1,0,0,0,0,-0.1296203351953688,0.10532119962317568,-0.6512615515716718,0.05339128434813992,0.021757663776194612,0.0527458077379733
5,1998,0,0,1,0,0,0,0,1,0,0,0,0,-0.6150172782523984,0.318612940102793,-1.1038067601922419,-0.5535665947351723,-0.5573037749395149,-0.5225611951457904
3,1013,0,0,1,0,0,0,1,0,0,0,0,0,-0.9315805019852438,0.24751569327625392,-1.1038067601922419,-1.0355625575366265,-1.0574022901939921,-1.0259548226690838
3,1906,0,0,0,0,1,0,1,0,0,0,0,0,-0.4672877738437373,-1.5299154773871988,0.7063740742900388,-0.30364276217145525,-0.26777305558165976,-0.4506478197853201
3,605,0,0,0,1,0,0,0,1,0,0,0,0,-1.058205791478382,0.318612940102793,0.2538288656694686,-1.3033380924263231,-1.259196427928255,-1.2560776238225895
3,4530,0,0,1,0,0,0,0,0,0,0,1,0,0.5457145421013682,0.3897101869293271,-0.6512615515716718,0.7317559727353714,0.6710083677907789,0.7574968862705842
1,3105,0,0,0,0,1,0,0,0,0,1,0,0,0.2080471034529997,-0.46345677498912713,2.51655490877232,0.40149947970474614,0.3288356994587686,0.3116339590356666
2,425,0,0,1,0,0,0,0,0,0,1,0,0,-1.058205791478382,-0.32126228133605395,0.7063740742900388,-1.2944122412633334,-1.2416491116035362,-1.2992256490388714
2,1032,0,0,1,0,0,0,0,0,1,0,0,0,-0.7627467826610596,-0.0368732940298975,-1.1038067601922419,-0.76778702264693,-0.7327769381866999,-0.752683996299296
6,639,0,0,1,0,0,0,0,0,0,1,0,0,-1.058205791478382,0.5319046805824054,-1.6468610105369275,-1.276560538937354,-1.2416491116035362,-1.2273122736784012
3,11248,0,0,0,1,0,0,1,0,0,0,0,0,1.2421536343136277,-0.0368732940298975,0.7063740742900388,1.2405294890257954,1.1798805412076152,1.2177424885775943
3,1624,0,0,0,0,1,0,1,0,0,0,0,0,-0.6361214931679214,-0.17906778768297574,-0.6512615515716718,-0.5981958505501217,-0.5573037749395149,-0.5944745705062612
5,8235,0,0,1,0,0,0,0,0,1,0,0,0,0.5668187570168912,0.4608074337558662,-0.8322796350198992,0.660349163431453,0.7061030004402159,0.7574968862705842
2,4939,0,1,0,0,0,0,0,1,0,0,0,0,0.41908925260822993,1.3139743956743255,0.2538288656694686,0.5086096936606241,0.4604405718941568,0.6568181607659251
3,14372,0,0,0,1,0,0,0,1,0,0,0,0,1.4742999983843812,-0.6767485154687445,0.2538288656694686,1.5172308750784824,1.3553537044548,1.3471865642264422
5,476,0,0,1,0,0,0,0,0,0,0,0,1,-1.0371015765628588,-1.032234749601435,1.158919282910609,-1.1962278784704443,-1.1363652136552251,-1.2560776238225895
2,576,0,0,1,0,0,0,0,0,0,1,0,0,-1.015997361647336,-0.8189430091218177,-0.1987163429511016,-1.1605244738184848,-1.1802335044670211,-1.241694948750495
0,2695,0,0,0,1,0,0,0,0,0,1,0,0,0.41908925260822993,-0.32126228133605395,1.158919282910609,0.5800165029645433,0.6008191024919048,0.5561394352612667
5,1044,0,0,1,0,0,0,0,1,0,0,0,0,-0.8260594274076287,0.034223952796636564,-1.1038067601922419,-0.865971385439819,-0.8205135198102929,-0.8389800467318607
5,730,0,0,1,0,0,0,0,0,1,0,0,0,-0.9948931467318128,-0.32126228133605395,-0.6512615515716718,-1.1426727714925053,-1.110044239168147,-1.1553988983179304
4,1378,0,0,0,0,1,0,0,0,0,0,0,1,-0.4250793440126912,0.6030019274089444,-0.6512615515716718,-0.3304203156604251,-0.2940940300687377,-0.2492903687760026
0,2220,0,1,0,0,0,0,0,0,0,0,0,1,0.48240189735479905,-2.525276932958731,2.9691001173928897,0.8031627820392906,0.8289342147132458,0.48422605990079587
4,7821,0,0,0,1,0,0,1,0,0,0,0,0,0.44019346752375293,-0.6767485154687445,0.7063740742900388,0.6067940564535133,0.6271400769789828,0.5417567601891723
2,683,0,0,0,1,0,0,0,0,0,1,0,0,-0.8260594274076287,-0.0368732940298975,1.158919282910609,-0.919526492417758,-0.8731554687844479,-0.896510747020237
2,4463,0,0,0,0,1,0,1,0,0,0,0,0,0.2080471034529997,-0.10797054085643662,-0.1987163429511016,0.40149947970474614,0.4428932555694387,0.41231268454032566
2,3609,0,0,0,1,0,0,1,0,0,0,0,0,0.2080471034529997,0.4608074337558662,-0.1987163429511016,0.40149947970474614,0.34638301578348674,0.44107803468451384
5,786,0,0,1,0,0,0,0,1,0,0,0,0,-1.015997361647336,0.1764184464497148,-1.1038067601922419,-1.2051537296334347,-1.1714598463046622,-1.1697815733900248
2,3950,0,1,0,0,0,0,0,1,0,0,0,0,0.2080471034529997,-3.0229576607445,1.158919282910609,0.5264613959866044,0.5481771535177498,0.15342453324263172
4,2810,0,0,0,0,1,0,0,1,0,0,0,0,-0.21403719485746098,0.034223952796636564,-0.6512615515716718,-0.09834818542268815,-0.03965794336031957,-0.06231559283877955
5,5929,0,0,0,0,1,0,0,0,0,1,0,0,0.41908925260822993,-1.032234749601435,0.7063740742900388,0.5978682052905235,0.6271400769789828,0.48422605990079587
